wall_t,loop_idx,infer_ms,loop_dt_ms,loop_hz,e2e_latency_ms,detected,vision_fps
1781860876.056937,864,0.000,21.990,45.475,0.000,0,7.677
1781860876.078845,865,0.000,21.908,45.645,0.000,0,7.668
1781860876.100679,866,0.000,21.835,45.799,0.000,0,7.659
1781860876.122431,867,0.000,21.751,45.975,0.000,0,7.650
1781860876.144303,868,111.754,21.872,45.720,121.732,1,7.694
1781860876.166393,869,0.000,22.090,45.268,0.000,0,7.685
1781860876.188416,870,0.000,22.022,45.409,0.000,0,7.676
1781860876.210539,871,0.000,22.123,45.201,0.000,0,7.667
1781860876.232450,872,0.000,21.911,45.638,0.000,0,7.659
1781860876.254212,873,0.000,21.762,45.952,0.000,0,7.650
1781860876.276070,874,116.521,21.858,45.750,0.000,0,7.694
1781860876.298179,875,0.000,22.109,45.231,0.000,0,7.685
1781860876.320071,876,0.000,21.893,45.678,0.000,0,7.676
1781860876.342072,877,0.000,22.001,45.452,0.000,0,7.667
1781860876.363824,878,0.000,21.751,45.975,0.000,0,7.658
1781860876.385586,879,0.000,21.763,45.950,0.000,0,7.650
1781860876.407704,880,111.306,22.118,45.213,118.492,1,7.693
1781860876.430002,881,0.000,22.298,44.846,0.000,0,7.684
1781860876.452046,882,0.000,22.044,45.363,0.000,0,7.675
1781860876.474075,883,0.000,22.029,45.395,0.000,0,7.666
1781860876.495955,884,0.000,21.880,45.704,0.000,0,7.658
1781860876.517796,885,0.000,21.841,45.786,0.000,0,7.649
1781860876.539698,886,110.999,21.902,45.658,0.000,0,7.692
1781860876.561862,887,0.000,22.164,45.118,0.000,0,7.683
1781860876.583852,888,0.000,21.990,45.475,0.000,0,7.675
1781860876.605798,889,0.000,21.945,45.568,0.000,0,7.666
1781860876.627805,890,0.000,22.007,45.440,0.000,0,7.657
1781860876.649616,891,0.000,21.811,45.848,0.000,0,7.649
1781860876.671451,892,111.651,21.835,45.798,0.000,0,7.691
1781860876.693539,893,0.000,22.089,45.272,0.000,0,7.683
1781860876.715652,894,0.000,22.113,45.222,0.000,0,7.674
1781860876.737706,895,0.000,22.053,45.345,0.000,0,7.665
1781860876.759583,896,0.000,21.878,45.709,0.000,0,7.657
1781860876.781535,897,0.000,21.951,45.555,0.000,0,7.648
1781860876.803664,898,110.666,22.130,45.188,0.000,0,7.691
1781860876.826018,899,0.000,22.353,44.736,0.000,0,7.682
1781860876.847957,900,0.000,21.939,45.581,0.000,0,7.673
1781860876.869902,901,0.000,21.945,45.568,0.000,0,7.665
1781860876.891699,902,0.000,21.797,45.878,0.000,0,7.656
1781860876.913453,903,0.000,21.754,45.969,0.000,0,7.648
1781860876.935460,904,112.232,22.007,45.440,123.382,1,7.690
1781860876.957359,905,0.000,21.899,45.664,0.000,0,7.681
1781860876.979329,906,0.000,21.970,45.516,0.000,0,7.673
1781860877.001424,907,0.000,22.094,45.261,0.000,0,7.664
1781860877.023208,908,0.000,21.784,45.905,0.000,0,7.656
1781860877.044961,909,0.000,21.753,45.970,0.000,0,7.647
1781860877.066826,910,111.104,21.865,45.735,122.500,1,7.689
1781860877.088932,911,0.000,22.106,45.237,0.000,0,7.681
1781860877.110688,912,0.000,21.757,45.963,0.000,0,7.672
1781860877.132603,913,0.000,21.915,45.631,0.000,0,7.664
1781860877.154454,914,0.000,21.851,45.765,0.000,0,7.656
1781860877.176204,915,0.000,21.750,45.977,0.000,0,7.647
1781860877.198179,916,113.483,21.974,45.508,123.599,1,7.689
1781860877.220428,917,0.000,22.249,44.945,0.000,0,7.680
1781860877.242219,918,0.000,21.791,45.891,0.000,0,7.672
1781860877.264221,919,0.000,22.002,45.450,0.000,0,7.664
1781860877.286209,920,0.000,21.988,45.480,0.000,0,7.655
1781860877.307967,921,0.000,21.759,45.958,0.000,0,7.647
1781860877.329861,922,113.442,21.893,45.676,121.883,1,7.688
1781860877.351969,923,0.000,22.108,45.232,0.000,0,7.680
1781860877.373771,924,0.000,21.802,45.867,0.000,0,7.671
1781860877.395922,925,0.000,22.151,45.145,0.000,0,7.663
1781860877.417936,926,0.000,22.014,45.425,0.000,0,7.655
1781860877.439709,927,0.000,21.773,45.929,0.000,0,7.647
1781860877.461460,928,0.000,21.751,45.974,0.000,0,7.638
1781860877.483619,929,119.492,22.159,45.128,143.042,1,7.679
1781860877.505692,930,0.000,22.073,45.305,0.000,0,7.671
1781860877.527814,931,0.000,22.122,45.203,0.000,0,7.663
1781860877.549597,932,0.000,21.783,45.908,0.000,0,7.654
1781860877.571357,933,0.000,21.760,45.956,0.000,0,7.646
1781860877.593087,934,0.000,21.730,46.020,0.000,0,7.638
1781860877.615349,935,112.385,22.262,44.919,136.485,1,7.679
1781860877.637398,936,0.000,22.048,45.355,0.000,0,7.670
1781860877.659474,937,0.000,22.076,45.297,0.000,0,7.662
1781860877.681341,938,0.000,21.867,45.731,0.000,0,7.654
1781860877.703107,939,0.000,21.766,45.942,0.000,0,7.646
1781860877.724912,940,0.000,21.805,45.861,0.000,0,7.638
1781860877.747066,941,111.948,22.153,45.140,137.262,1,7.678
1781860877.768949,942,0.000,21.884,45.696,0.000,0,7.670
1781860877.790819,943,0.000,21.870,45.725,0.000,0,7.662
1781860877.812599,944,0.000,21.780,45.915,0.000,0,7.654
1781860877.834350,945,0.000,21.751,45.975,0.000,0,7.646
1781860877.856346,946,0.000,21.997,45.461,0.000,0,7.638
1781860877.878614,947,112.521,22.268,44.907,137.934,1,7.678
1781860877.900535,948,0.000,21.921,45.619,0.000,0,7.670
1781860877.922451,949,0.000,21.916,45.629,0.000,0,7.661
1781860877.944344,950,0.000,21.893,45.676,0.000,0,7.653
1781860877.966197,951,0.000,21.853,45.761,0.000,0,7.645
1781860877.988102,952,110.743,21.905,45.652,116.017,1,7.685
1781860878.009931,953,0.000,21.830,45.809,0.000,0,7.677
1781860878.031844,954,0.000,21.913,45.636,0.000,0,7.669
1781860878.053616,955,0.000,21.772,45.930,0.000,0,7.661
1781860878.075366,956,0.000,21.749,45.978,0.000,0,7.653
1781860878.097099,957,0.000,21.734,46.012,0.000,0,7.645
1781860878.118977,958,106.820,21.877,45.710,116.725,1,7.685
1781860878.140983,959,0.000,22.006,45.442,0.000,0,7.677
1781860878.162684,960,0.000,21.701,46.080,0.000,0,7.669
1781860878.184481,961,0.000,21.797,45.878,0.000,0,7.661
1781860878.206231,962,0.000,21.750,45.978,0.000,0,7.653
1781860878.227992,963,0.000,21.761,45.954,0.000,0,7.645
1781860878.249897,964,112.713,21.905,45.652,121.731,1,7.685
1781860878.271741,965,0.000,21.845,45.778,0.000,0,7.677
1781860878.293750,966,0.000,22.009,45.436,0.000,0,7.669
1781860878.315610,967,0.000,21.860,45.746,0.000,0,7.661
1781860878.337486,968,0.000,21.875,45.713,0.000,0,7.653
1781860878.359355,969,0.000,21.869,45.726,0.000,0,7.645
1781860878.381236,970,110.252,21.881,45.702,120.484,1,7.684
1781860878.403366,971,0.000,22.130,45.188,0.000,0,7.676
1781860878.425203,972,0.000,21.837,45.793,0.000,0,7.668
1781860878.447014,973,0.000,21.811,45.849,0.000,0,7.661
1781860878.468861,974,0.000,21.848,45.771,0.000,0,7.653
1781860878.490738,975,0.000,21.877,45.710,0.000,0,7.645
1781860878.512619,976,112.715,21.881,45.701,122.350,1,7.684
1781860878.534582,977,0.000,21.963,45.531,0.000,0,7.676
1781860878.556362,978,0.000,21.780,45.915,0.000,0,7.668
1781860878.578280,979,0.000,21.918,45.624,0.000,0,7.660
1781860878.600180,980,0.000,21.899,45.663,0.000,0,7.652
1781860878.621997,981,0.000,21.817,45.835,0.000,0,7.645
1781860878.643996,982,116.128,21.999,45.456,121.929,1,7.683
1781860878.666106,983,0.000,22.110,45.229,0.000,0,7.675
1781860878.687985,984,0.000,21.879,45.706,0.000,0,7.668
1781860878.710120,985,0.000,22.135,45.176,0.000,0,7.660
1781860878.732074,986,0.000,21.953,45.551,0.000,0,7.652
1781860878.754248,987,0.000,22.174,45.097,0.000,0,7.644
1781860878.776254,988,112.108,22.006,45.443,118.921,1,7.683
1781860878.798491,989,0.000,22.238,44.969,0.000,0,7.675
1781860878.820494,990,0.000,22.003,45.448,0.000,0,7.667
1781860878.842425,991,0.000,21.931,45.598,0.000,0,7.659
1781860878.865653,992,0.000,23.228,43.052,0.000,0,7.651
1781860878.887514,993,0.000,21.861,45.743,0.000,0,7.643
1781860878.909402,994,111.651,21.888,45.687,121.009,1,7.682
1781860878.931636,995,0.000,22.233,44.977,0.000,0,7.674
1781860878.954098,996,0.000,22.462,44.519,0.000,0,7.666
1781860878.976014,997,0.000,21.916,45.629,0.000,0,7.658
1781860878.997907,998,0.000,21.893,45.677,0.000,0,7.650
1781860879.019629,999,0.000,21.722,46.037,0.000,0,7.643
1781860879.041509,1000,112.450,21.880,45.704,122.160,1,7.681
1781860879.063857,1001,0.000,22.348,44.747,0.000,0,7.673
1781860879.086015,1002,0.000,22.159,45.129,0.000,0,7.665
1781860879.107914,1003,0.000,21.899,45.665,0.000,0,7.658
1781860879.129940,1004,0.000,22.026,45.402,0.000,0,7.650
1781860879.151851,1005,0.000,21.912,45.637,0.000,0,7.642
1781860879.173753,1006,112.194,21.902,45.658,122.790,1,7.680
1781860879.195852,1007,0.000,22.098,45.253,0.000,0,7.672
1781860879.217863,1008,0.000,22.011,45.431,0.000,0,7.665
1781860879.239626,1009,0.000,21.763,45.949,0.000,0,7.657
1781860879.261376,1010,0.000,21.749,45.978,0.000,0,7.650
1781860879.283148,1011,0.000,21.772,45.931,0.000,0,7.642
1781860879.305015,1012,111.943,21.868,45.730,122.684,1,7.680
1781860879.327133,1013,0.000,22.118,45.212,0.000,0,7.672
1781860879.348876,1014,0.000,21.743,45.993,0.000,0,7.665
1781860879.370631,1015,0.000,21.755,45.965,0.000,0,7.657
1781860879.392384,1016,0.000,21.753,45.972,0.000,0,7.650
1781860879.414130,1017,0.000,21.747,45.984,0.000,0,7.642
1781860879.436027,1018,111.142,21.897,45.669,123.051,1,7.680
1781860879.458143,1019,0.000,22.115,45.218,0.000,0,7.672
1781860879.480093,1020,0.000,21.950,45.557,0.000,0,7.664
1781860879.501893,1021,0.000,21.800,45.872,0.000,0,7.657
1781860879.523771,1022,0.000,21.878,45.708,0.000,0,7.649
1781860879.545512,1023,0.000,21.741,45.996,0.000,0,7.642
1781860879.567394,1024,112.766,21.882,45.699,123.806,1,7.679
1781860879.589513,1025,0.000,22.119,45.210,0.000,0,7.672
1781860879.611485,1026,0.000,21.972,45.513,0.000,0,7.664
1781860879.633227,1027,0.000,21.742,45.995,0.000,0,7.657
1781860879.655012,1028,0.000,21.785,45.903,0.000,0,7.649
1781860879.676762,1029,0.000,21.750,45.977,0.000,0,7.642
1781860879.698613,1030,112.686,21.851,45.764,123.236,1,7.679
1781860879.720410,1031,0.000,21.797,45.877,0.000,0,7.671
1781860879.742223,1032,0.000,21.813,45.844,0.000,0,7.664
1781860879.764013,1033,0.000,21.790,45.894,0.000,0,7.657
1781860879.785768,1034,0.000,21.755,45.966,0.000,0,7.649
1781860879.807643,1035,0.000,21.875,45.713,0.000,0,7.642
1781860879.829386,1036,0.000,21.743,45.993,0.000,0,7.634
1781860879.851520,1037,117.921,22.134,45.179,144.099,1,7.671
1781860879.873388,1038,0.000,21.868,45.728,0.000,0,7.664
1781860879.895338,1039,0.000,21.950,45.558,0.000,0,7.656
1781860879.917141,1040,0.000,21.803,45.865,0.000,0,7.649
1781860879.938893,1041,0.000,21.751,45.974,0.000,0,7.642
1781860879.960773,1042,110.174,21.880,45.703,116.017,1,7.678
1781860879.982919,1043,0.000,22.146,45.155,0.000,0,7.671
1781860880.004992,1044,0.000,22.074,45.303,0.000,0,7.663
1781860880.027007,1045,0.000,22.014,45.425,0.000,0,7.656
1781860880.048778,1046,0.000,21.771,45.932,0.000,0,7.649
1781860880.070519,1047,0.000,21.741,45.996,0.000,0,7.641
1781860880.092397,1048,110.503,21.878,45.708,118.278,1,7.678
1781860880.114386,1049,0.000,21.989,45.477,0.000,0,7.670
1781860880.136415,1050,0.000,22.029,45.395,0.000,0,7.663
1781860880.158261,1051,0.000,21.846,45.776,0.000,0,7.656
1781860880.180024,1052,0.000,21.763,45.949,0.000,0,7.649
1781860880.201779,1053,0.000,21.755,45.966,0.000,0,7.641
1781860880.223779,1054,111.400,22.000,45.455,120.034,1,7.677
1781860880.245906,1055,0.000,22.127,45.193,0.000,0,7.670
1781860880.268117,1056,0.000,22.211,45.022,0.000,0,7.663
1781860880.290164,1057,0.000,22.046,45.359,0.000,0,7.655
1781860880.312029,1058,0.000,21.865,45.735,0.000,0,7.648
1781860880.333921,1059,0.000,21.893,45.677,0.000,0,7.641
1781860880.355903,1060,110.357,21.981,45.493,120.955,1,7.677
1781860880.378037,1061,0.000,22.134,45.179,0.000,0,7.669
1781860880.400262,1062,0.000,22.225,44.994,0.000,0,7.662
1781860880.422355,1063,0.000,22.093,45.263,0.000,0,7.655
1781860880.444185,1064,0.000,21.830,45.809,0.000,0,7.648
1781860880.466043,1065,0.000,21.858,45.750,0.000,0,7.640
1781860880.487910,1066,116.782,21.867,45.732,123.729,1,7.676
1781860880.509914,1067,0.000,22.004,45.446,0.000,0,7.669
1781860880.531932,1068,0.000,22.018,45.417,0.000,0,7.662
1781860880.553914,1069,0.000,21.982,45.492,0.000,0,7.655
1781860880.575671,1070,0.000,21.757,45.962,0.000,0,7.647
1781860880.597419,1071,0.000,21.748,45.981,0.000,0,7.640
1781860880.619417,1072,111.136,21.998,45.458,119.015,1,7.676
1781860880.641595,1073,0.000,22.178,45.089,0.000,0,7.669
1781860880.663768,1074,0.000,22.173,45.100,0.000,0,7.661
1781860880.685790,1075,0.000,22.022,45.409,0.000,0,7.654
1781860880.707673,1076,0.000,21.882,45.699,0.000,0,7.647
1781860880.729416,1077,0.000,21.744,45.991,0.000,0,7.640
1781860880.751392,1078,110.560,21.976,45.505,121.670,1,7.675
1781860880.773522,1079,0.000,22.130,45.187,0.000,0,7.668
1781860880.795288,1080,0.000,21.766,45.943,0.000,0,7.661
1781860880.817169,1081,0.000,21.881,45.701,0.000,0,7.654
1781860880.838940,1082,0.000,21.770,45.934,0.000,0,7.647
1781860880.860790,1083,0.000,21.850,45.767,0.000,0,7.640
1781860880.882668,1084,111.961,21.878,45.708,122.933,1,7.675
1781860880.904772,1085,0.000,22.105,45.240,0.000,0,7.668
1781860880.926924,1086,0.000,22.152,45.142,0.000,0,7.661
1781860880.948811,1087,0.000,21.887,45.689,0.000,0,7.654
1781860880.970544,1088,0.000,21.732,46.014,0.000,0,7.647
1781860880.992299,1089,0.000,21.755,45.966,0.000,0,7.640
1781860881.014333,1090,114.303,22.034,45.384,124.049,1,7.674
1781860881.036414,1091,0.000,22.081,45.289,0.000,0,7.667
1781860881.058400,1092,0.000,21.986,45.482,0.000,0,7.660
1781860881.080293,1093,0.000,21.893,45.677,0.000,0,7.653
1781860881.102152,1094,0.000,21.859,45.748,0.000,0,7.646
1781860881.123915,1095,0.000,21.763,45.949,0.000,0,7.639
1781860881.145795,1096,109.595,21.880,45.705,120.867,1,7.674
1781860881.167927,1097,0.000,22.131,45.185,0.000,0,7.667
1781860881.190064,1098,0.000,22.138,45.172,0.000,0,7.660
1781860881.211878,1099,0.000,21.813,45.843,0.000,0,7.653
1781860881.233684,1100,0.000,21.806,45.858,0.000,0,7.646
1781860881.255421,1101,0.000,21.737,46.005,0.000,0,7.639
1781860881.277436,1102,112.493,22.015,45.423,124.589,1,7.674
1781860881.299537,1103,0.000,22.101,45.247,0.000,0,7.667
1781860881.321297,1104,0.000,21.760,45.955,0.000,0,7.660
1781860881.343434,1105,0.000,22.137,45.173,0.000,0,7.653
1781860881.365282,1106,0.000,21.847,45.772,0.000,0,7.646
1781860881.387173,1107,0.000,21.892,45.679,0.000,0,7.639
1781860881.409310,1108,112.384,22.136,45.175,124.917,1,7.673
1781860881.431138,1109,0.000,21.828,45.812,0.000,0,7.666
1781860881.453055,1110,0.000,21.917,45.627,0.000,0,7.659
1781860881.474897,1111,0.000,21.842,45.783,0.000,0,7.652
1781860881.496529,1112,0.000,21.632,46.227,0.000,0,7.646
1781860881.518472,1113,0.000,21.943,45.573,0.000,0,7.639
1781860881.540426,1114,112.212,21.954,45.550,124.374,1,7.673
1781860881.562438,1115,0.000,22.013,45.428,0.000,0,7.666
1781860881.584279,1116,0.000,21.840,45.787,0.000,0,7.659
1781860881.606307,1117,0.000,22.028,45.397,0.000,0,7.652
1781860881.627999,1118,0.000,21.693,46.099,0.000,0,7.645
1781860881.649832,1119,0.000,21.833,45.802,0.000,0,7.639
1781860881.671680,1120,116.441,21.848,45.771,124.213,1,7.673
1781860881.693551,1121,0.000,21.871,45.722,0.000,0,7.666
1781860881.715697,1122,0.000,22.146,45.155,0.000,0,7.659
1781860881.737581,1123,0.000,21.884,45.695,0.000,0,7.652
1781860881.759431,1124,0.000,21.850,45.767,0.000,0,7.645
1781860881.781192,1125,0.000,21.761,45.954,0.000,0,7.639
1781860881.803065,1126,110.643,21.872,45.720,120.122,1,7.672
1781860881.825193,1127,0.000,22.128,45.191,0.000,0,7.665
1781860881.847479,1128,0.000,22.286,44.870,0.000,0,7.659
1781860881.869462,1129,0.000,21.983,45.489,0.000,0,7.652
1781860881.891239,1130,0.000,21.777,45.920,0.000,0,7.645
1781860881.913065,1131,0.000,21.826,45.817,0.000,0,7.638
1781860881.935695,1132,110.719,22.630,44.189,122.701,1,7.672
1781860881.957851,1133,0.000,22.156,45.135,0.000,0,7.665
1781860881.979665,1134,0.000,21.814,45.843,0.000,0,7.658
1781860882.001427,1135,0.000,21.762,45.952,0.000,0,7.651
1781860882.023155,1136,0.000,21.729,46.022,0.000,0,7.645
1781860882.044810,1137,0.000,21.655,46.179,0.000,0,7.638
1781860882.066709,1138,111.873,21.898,45.666,123.770,1,7.671
1781860882.088829,1139,0.000,22.120,45.208,0.000,0,7.665
1781860882.110699,1140,0.000,21.871,45.723,0.000,0,7.658
1781860882.132710,1141,0.000,22.011,45.432,0.000,0,7.651
1781860882.154548,1142,0.000,21.838,45.792,0.000,0,7.644
1781860882.176457,1143,0.000,21.909,45.643,0.000,0,7.638
1781860882.198361,1144,110.981,21.904,45.655,121.887,1,7.671
1781860882.221110,1145,0.000,22.749,43.958,0.000,0,7.664
1781860882.243399,1146,0.000,22.289,44.865,0.000,0,7.657
1781860882.265552,1147,0.000,22.153,45.141,0.000,0,7.650
1781860882.287570,1148,0.000,22.019,45.416,0.000,0,7.644
1781860882.309445,1149,0.000,21.875,45.715,0.000,0,7.637
1781860882.331445,1150,112.331,22.000,45.454,124.233,1,7.670
1781860882.353542,1151,0.000,22.096,45.256,0.000,0,7.663
1781860882.375559,1152,0.000,22.017,45.419,0.000,0,7.657
1781860882.397319,1153,0.000,21.760,45.956,0.000,0,7.650
1781860882.419011,1154,0.000,21.693,46.099,0.000,0,7.644
1781860882.440696,1155,0.000,21.685,46.115,0.000,0,7.637
1781860882.462572,1156,110.338,21.876,45.713,123.812,1,7.670
1781860882.484671,1157,0.000,22.099,45.251,0.000,0,7.663
1781860882.506675,1158,0.000,22.004,45.446,0.000,0,7.657
1781860882.528579,1159,0.000,21.904,45.654,0.000,0,7.650
1781860882.550451,1160,0.000,21.872,45.720,0.000,0,7.643
1781860882.572207,1161,0.000,21.756,45.963,0.000,0,7.637
1781860882.594102,1162,111.787,21.894,45.674,125.663,1,7.670
1781860882.616214,1163,0.000,22.112,45.225,0.000,0,7.663
1781860882.638345,1164,0.000,22.131,45.185,0.000,0,7.656
1781860882.660233,1165,0.000,21.888,45.688,0.000,0,7.650
1781860882.681975,1166,0.000,21.743,45.993,0.000,0,7.643
1781860882.703702,1167,0.000,21.727,46.026,0.000,0,7.637
1781860882.725592,1168,112.870,21.890,45.683,125.701,1,7.669
1781860882.747703,1169,0.000,22.111,45.227,0.000,0,7.663
1781860882.769617,1170,0.000,21.914,45.632,0.000,0,7.656
1781860882.791453,1171,0.000,21.836,45.796,0.000,0,7.650
1781860882.813221,1172,0.000,21.768,45.939,0.000,0,7.643
1781860882.834910,1173,0.000,21.690,46.105,0.000,0,7.637
1781860882.856703,1174,117.585,21.793,45.887,0.000,0,7.669
1781860882.878712,1175,0.000,22.010,45.435,0.000,0,7.662
1781860882.900818,1176,0.000,22.105,45.238,0.000,0,7.656
1781860882.922811,1177,0.000,21.993,45.468,0.000,0,7.649
1781860882.944511,1178,0.000,21.700,46.082,0.000,0,7.643
1781860882.966364,1179,0.000,21.852,45.762,0.000,0,7.636
1781860882.988334,1180,110.717,21.971,45.516,119.822,1,7.669
1781860883.010440,1181,0.000,22.106,45.237,0.000,0,7.662
1781860883.032396,1182,0.000,21.956,45.545,0.000,0,7.656
1781860883.054359,1183,0.000,21.963,45.531,0.000,0,7.649
1781860883.076086,1184,0.000,21.726,46.028,0.000,0,7.643
1781860883.097770,1185,0.000,21.684,46.116,0.000,0,7.636
1781860883.119719,1186,111.099,21.949,45.560,120.438,1,7.668
1781860883.141880,1187,0.000,22.161,45.125,0.000,0,7.662
1781860883.164479,1188,0.000,22.600,44.248,0.000,0,7.655
1781860883.186477,1189,0.000,21.997,45.460,0.000,0,7.649
1781860883.208245,1190,0.000,21.768,45.938,0.000,0,7.642
1781860883.230195,1191,0.000,21.950,45.559,0.000,0,7.636
1781860883.251979,1192,110.085,21.784,45.905,0.000,0,7.668
1781860883.274112,1193,0.000,22.132,45.183,0.000,0,7.661
1781860883.296228,1194,0.000,22.116,45.215,0.000,0,7.655
1781860883.318194,1195,0.000,21.966,45.524,0.000,0,7.648
1781860883.339968,1196,0.000,21.774,45.926,0.000,0,7.642
1781860883.361663,1197,0.000,21.694,46.095,0.000,0,7.636
1781860883.383471,1198,112.638,21.808,45.855,0.000,0,7.668
1781860883.405333,1199,0.000,21.862,45.741,0.000,0,7.661
1781860883.427394,1200,0.000,22.061,45.330,0.000,0,7.655
1781860883.449260,1201,0.000,21.866,45.732,0.000,0,7.648
1781860883.471052,1202,0.000,21.792,45.889,0.000,0,7.642
1781860883.492851,1203,0.000,21.800,45.872,0.000,0,7.636
1781860883.514725,1204,111.653,21.874,45.717,0.000,0,7.667
1781860883.536694,1205,0.000,21.969,45.518,0.000,0,7.661
1781860883.558450,1206,0.000,21.755,45.965,0.000,0,7.655
1781860883.580251,1207,0.000,21.801,45.869,0.000,0,7.648
1781860883.602110,1208,0.000,21.859,45.747,0.000,0,7.642
1781860883.623832,1209,0.000,21.722,46.036,0.000,0,7.636
1781860883.645801,1210,110.408,21.969,45.520,127.548,1,7.667
1781860883.667640,1211,0.000,21.839,45.790,0.000,0,7.661
1781860883.689500,1212,0.000,21.860,45.745,0.000,0,7.654
1781860883.711236,1213,0.000,21.736,46.007,0.000,0,7.648
1781860883.732989,1214,0.000,21.753,45.972,0.000,0,7.642
1781860883.754730,1215,0.000,21.741,45.996,0.000,0,7.636
1781860883.776636,1216,113.312,21.906,45.650,128.700,1,7.667
1781860883.798558,1217,0.000,21.923,45.615,0.000,0,7.661
1781860883.820715,1218,0.000,22.156,45.134,0.000,0,7.654
1781860883.843214,1219,0.000,22.499,44.446,0.000,0,7.648
1781860883.865210,1220,0.000,21.996,45.463,0.000,0,7.642
1781860883.886964,1221,0.000,21.754,45.968,0.000,0,7.635
1781860883.908869,1222,112.380,21.905,45.652,127.747,1,7.666
1781860883.931129,1223,0.000,22.260,44.924,0.000,0,7.660
1781860883.953244,1224,0.000,22.115,45.218,0.000,0,7.654
1781860883.975126,1225,0.000,21.882,45.701,0.000,0,7.648
1781860883.997155,1226,0.000,22.029,45.394,0.000,0,7.641
1781860884.019464,1227,0.000,22.309,44.824,0.000,0,7.635
1781860884.041366,1228,117.918,21.902,45.658,127.510,1,7.666
1781860884.063594,1229,0.000,22.228,44.988,0.000,0,7.660
1781860884.085738,1230,0.000,22.144,45.159,0.000,0,7.653
1781860884.107771,1231,0.000,22.033,45.387,0.000,0,7.647
1781860884.129619,1232,0.000,21.848,45.771,0.000,0,7.641
1781860884.151465,1233,0.000,21.847,45.774,0.000,0,7.635
1781860884.173371,1234,110.511,21.906,45.649,121.608,1,7.665
1781860884.195597,1235,0.000,22.226,44.993,0.000,0,7.659
1781860884.217622,1236,0.000,22.025,45.403,0.000,0,7.653
1781860884.239586,1237,0.000,21.964,45.529,0.000,0,7.647
1781860884.261338,1238,0.000,21.752,45.974,0.000,0,7.641
1781860884.283123,1239,0.000,21.785,45.903,0.000,0,7.634
1781860884.305007,1240,111.617,21.884,45.695,123.030,1,7.665
1781860884.327129,1241,0.000,22.122,45.204,0.000,0,7.659
1781860884.349113,1242,0.000,21.984,45.488,0.000,0,7.653
1781860884.370987,1243,0.000,21.874,45.717,0.000,0,7.647
1781860884.392740,1244,0.000,21.754,45.970,0.000,0,7.640
1781860884.414432,1245,0.000,21.692,46.100,0.000,0,7.634
1781860884.436238,1246,112.244,21.806,45.858,123.526,1,7.665
1781860884.458416,1247,0.000,22.178,45.090,0.000,0,7.659
1781860884.480383,1248,0.000,21.967,45.523,0.000,0,7.653
1781860884.502343,1249,0.000,21.960,45.537,0.000,0,7.646
1781860884.524154,1250,0.000,21.811,45.847,0.000,0,7.640
1781860884.545995,1251,0.000,21.840,45.787,0.000,0,7.634
1781860884.567849,1252,112.306,21.854,45.757,123.138,1,7.665
1781860884.589598,1253,0.000,21.749,45.979,0.000,0,7.658
1781860884.611391,1254,0.000,21.793,45.886,0.000,0,7.652
1781860884.633376,1255,0.000,21.985,45.485,0.000,0,7.646
1781860884.655250,1256,0.000,21.873,45.717,0.000,0,7.640
1781860884.676954,1257,0.000,21.704,46.074,0.000,0,7.634
1781860884.698891,1258,116.509,21.937,45.585,122.319,1,7.664
1781860884.720849,1259,0.000,21.958,45.542,0.000,0,7.658
1781860884.742886,1260,0.000,22.038,45.377,0.000,0,7.652
1781860884.764748,1261,0.000,21.862,45.741,0.000,0,7.646
1781860884.786499,1262,0.000,21.750,45.977,0.000,0,7.640
1781860884.808257,1263,0.000,21.758,45.960,0.000,0,7.634
1781860884.830157,1264,106.114,21.900,45.661,117.125,1,7.664
1781860884.852263,1265,0.000,22.106,45.237,0.000,0,7.658
1781860884.874003,1266,0.000,21.740,45.998,0.000,0,7.652
1781860884.895972,1267,0.000,21.969,45.519,0.000,0,7.646
1781860884.917767,1268,0.000,21.795,45.883,0.000,0,7.640
1781860884.939572,1269,0.000,21.805,45.861,0.000,0,7.634
1781860884.961512,1270,112.325,21.940,45.579,122.873,1,7.664
1781860884.983539,1271,0.000,22.027,45.398,0.000,0,7.658
1781860885.005360,1272,0.000,21.821,45.827,0.000,0,7.652
1781860885.027385,1273,0.000,22.025,45.404,0.000,0,7.646
1781860885.049260,1274,0.000,21.876,45.713,0.000,0,7.640
1781860885.071014,1275,0.000,21.753,45.970,0.000,0,7.634
1781860885.092869,1276,110.949,21.855,45.755,122.332,1,7.664
1781860885.115024,1277,0.000,22.155,45.137,0.000,0,7.658
1781860885.137018,1278,0.000,21.994,45.467,0.000,0,7.652
1781860885.159110,1279,0.000,22.092,45.265,0.000,0,7.646
1781860885.180883,1280,0.000,21.773,45.929,0.000,0,7.640
1781860885.202878,1281,0.000,21.995,45.466,0.000,0,7.634
1781860885.224892,1282,114.943,22.015,45.424,123.898,1,7.663
1781860885.247017,1283,0.000,22.125,45.198,0.000,0,7.657
1781860885.269127,1284,0.000,22.110,45.229,0.000,0,7.651
1781860885.291119,1285,0.000,21.992,45.470,0.000,0,7.645
1781860885.313010,1286,0.000,21.891,45.680,0.000,0,7.639
1781860885.334761,1287,0.000,21.751,45.975,0.000,0,7.633
1781860885.356607,1288,109.279,21.845,45.776,120.786,1,7.663
1781860885.378772,1289,0.000,22.166,45.115,0.000,0,7.657
