wall_t,loop_idx,infer_ms,loop_dt_ms,loop_hz,e2e_latency_ms,detected,vision_fps
1781860866.528993,429,0.000,22.267,44.909,0.000,0,7.799
1781860866.550703,430,0.000,21.709,46.063,0.000,0,7.781
1781860866.572604,431,0.000,21.901,45.660,0.000,0,7.763
1781860866.594334,432,0.000,21.730,46.019,0.000,0,7.745
1781860866.616257,433,0.000,21.923,45.614,0.000,0,7.727
1781860866.638578,434,116.057,22.321,44.801,141.577,1,7.815
1781860866.660544,435,0.000,21.966,45.524,0.000,0,7.796
1781860866.682729,436,0.000,22.186,45.074,0.000,0,7.778
1781860866.704624,437,0.000,21.894,45.674,0.000,0,7.760
1781860866.726572,438,0.000,21.949,45.561,0.000,0,7.743
1781860866.748359,439,0.000,21.787,45.899,0.000,0,7.725
1781860866.770491,440,112.726,22.132,45.184,137.791,1,7.811
1781860866.792601,441,0.000,22.110,45.229,0.000,0,7.793
1781860866.814578,442,0.000,21.978,45.501,0.000,0,7.776
1781860866.836576,443,0.000,21.997,45.460,0.000,0,7.758
1781860866.858366,444,0.000,21.790,45.892,0.000,0,7.741
1781860866.880224,445,109.230,21.858,45.750,115.792,1,7.826
1781860866.902250,446,0.000,22.027,45.400,0.000,0,7.808
1781860866.924265,447,0.000,22.015,45.424,0.000,0,7.791
1781860866.946234,448,0.000,21.969,45.518,0.000,0,7.773
1781860866.967977,449,0.000,21.743,45.993,0.000,0,7.756
1781860866.989728,450,0.000,21.751,45.974,0.000,0,7.739
1781860867.011590,451,111.224,21.861,45.743,119.266,1,7.823
1781860867.033358,452,0.000,21.769,45.937,0.000,0,7.806
1781860867.055263,453,0.000,21.904,45.653,0.000,0,7.789
1781860867.077201,454,0.000,21.938,45.583,0.000,0,7.771
1781860867.098988,455,0.000,21.787,45.899,0.000,0,7.754
1781860867.120738,456,0.000,21.750,45.976,0.000,0,7.737
1781860867.142606,457,111.232,21.868,45.729,0.000,0,7.821
1781860867.164436,458,0.000,21.830,45.809,0.000,0,7.804
1781860867.186489,459,0.000,22.053,45.345,0.000,0,7.786
1781860867.208466,460,0.000,21.977,45.502,0.000,0,7.769
1781860867.230256,461,0.000,21.791,45.892,0.000,0,7.753
1781860867.252126,462,0.000,21.869,45.726,0.000,0,7.736
1781860867.274114,463,111.882,21.989,45.478,121.171,1,7.818
1781860867.296037,464,0.000,21.923,45.614,0.000,0,7.801
1781860867.317898,465,0.000,21.860,45.745,0.000,0,7.784
1781860867.339738,466,0.000,21.841,45.786,0.000,0,7.767
1781860867.361492,467,0.000,21.754,45.969,0.000,0,7.751
1781860867.383377,468,0.000,21.885,45.694,0.000,0,7.734
1781860867.405384,469,110.921,22.007,45.441,120.902,1,7.815
1781860867.427463,470,0.000,22.079,45.291,0.000,0,7.798
1781860867.449246,471,0.000,21.783,45.908,0.000,0,7.782
1781860867.471221,472,0.000,21.975,45.506,0.000,0,7.765
1781860867.492988,473,0.000,21.768,45.940,0.000,0,7.749
1781860867.514762,474,0.000,21.774,45.927,0.000,0,7.733
1781860867.536615,475,111.619,21.853,45.760,122.174,1,7.813
1781860867.558731,476,0.000,22.116,45.216,0.000,0,7.796
1781860867.580595,477,0.000,21.864,45.737,0.000,0,7.780
1781860867.602595,478,0.000,22.000,45.455,0.000,0,7.763
1781860867.624370,479,0.000,21.775,45.924,0.000,0,7.747
1781860867.646119,480,0.000,21.749,45.980,0.000,0,7.731
1781860867.667998,481,110.975,21.879,45.705,122.703,1,7.810
1781860867.690058,482,0.000,22.059,45.333,0.000,0,7.794
1781860867.712641,483,0.000,22.584,44.279,0.000,0,7.777
1781860867.734601,484,0.000,21.960,45.538,0.000,0,7.761
1781860867.756375,485,0.000,21.774,45.926,0.000,0,7.745
1781860867.778131,486,0.000,21.756,45.964,0.000,0,7.729
1781860867.800140,487,114.478,22.009,45.436,125.064,1,7.807
1781860867.822262,488,0.000,22.122,45.205,0.000,0,7.791
1781860867.844230,489,0.000,21.968,45.520,0.000,0,7.775
1781860867.866097,490,0.000,21.866,45.732,0.000,0,7.759
1781860867.887886,491,0.000,21.789,45.894,0.000,0,7.743
1781860867.909591,492,0.000,21.705,46.073,0.000,0,7.728
1781860867.931636,493,110.062,22.045,45.361,123.051,1,7.805
1781860867.953735,494,0.000,22.099,45.250,0.000,0,7.789
1781860867.976024,495,0.000,22.289,44.866,0.000,0,7.773
1781860867.997903,496,0.000,21.879,45.706,0.000,0,7.757
1781860868.019798,497,0.000,21.895,45.673,0.000,0,7.741
1781860868.041673,498,0.000,21.876,45.713,0.000,0,7.726
1781860868.063519,499,113.001,21.845,45.777,125.270,1,7.802
1781860868.085972,500,0.000,22.454,44.536,0.000,0,7.786
1781860868.107996,501,0.000,22.023,45.406,0.000,0,7.770
1781860868.129915,502,0.000,21.920,45.621,0.000,0,7.755
1781860868.151752,503,0.000,21.837,45.794,0.000,0,7.739
1781860868.173504,504,0.000,21.752,45.973,0.000,0,7.724
1781860868.195388,505,112.920,21.884,45.696,124.314,1,7.800
1781860868.217365,506,0.000,21.977,45.502,0.000,0,7.784
1781860868.239486,507,0.000,22.120,45.207,0.000,0,7.768
1781860868.261389,508,0.000,21.903,45.655,0.000,0,7.753
1781860868.283257,509,0.000,21.868,45.729,0.000,0,7.738
1781860868.305001,510,0.000,21.745,45.988,0.000,0,7.723
1781860868.326877,511,112.970,21.876,45.712,123.275,1,7.797
1781860868.348638,512,0.000,21.761,45.954,0.000,0,7.782
1781860868.370645,513,0.000,22.007,45.441,0.000,0,7.767
1781860868.392606,514,0.000,21.961,45.535,0.000,0,7.752
1781860868.414389,515,0.000,21.782,45.909,0.000,0,7.737
1781860868.436141,516,0.000,21.752,45.973,0.000,0,7.722
1781860868.458146,517,116.469,22.005,45.444,121.879,1,7.795
1781860868.480204,518,0.000,22.058,45.335,0.000,0,7.780
1781860868.502254,519,0.000,22.051,45.350,0.000,0,7.765
1781860868.524033,520,0.000,21.778,45.917,0.000,0,7.750
1781860868.546128,521,0.000,22.095,45.259,0.000,0,7.735
1781860868.568289,522,0.000,22.161,45.124,0.000,0,7.720
1781860868.590622,523,106.576,22.333,44.777,118.355,1,7.792
1781860868.612773,524,0.000,22.151,45.144,0.000,0,7.777
1781860868.634770,525,0.000,21.997,45.461,0.000,0,7.762
1781860868.656664,526,0.000,21.894,45.675,0.000,0,7.747
1781860868.678782,527,0.000,22.119,45.211,0.000,0,7.733
1781860868.700684,528,0.000,21.901,45.659,0.000,0,7.718
1781860868.722877,529,113.006,22.193,45.058,124.774,1,7.790
1781860868.744958,530,0.000,22.081,45.289,0.000,0,7.775
1781860868.766901,531,0.000,21.944,45.571,0.000,0,7.760
1781860868.788811,532,0.000,21.910,45.641,0.000,0,7.745
1781860868.810643,533,0.000,21.832,45.805,0.000,0,7.731
1781860868.832396,534,0.000,21.753,45.972,0.000,0,7.716
1781860868.854283,535,112.600,21.888,45.688,123.958,1,7.788
1781860868.876245,536,0.000,21.962,45.533,0.000,0,7.773
1781860868.898300,537,0.000,22.054,45.342,0.000,0,7.758
1781860868.920157,538,0.000,21.857,45.752,0.000,0,7.744
1781860868.942043,539,0.000,21.886,45.691,0.000,0,7.730
1781860868.963780,540,0.000,21.737,46.004,0.000,0,7.715
1781860868.985679,541,111.622,21.899,45.665,123.370,1,7.786
1781860869.007809,542,0.000,22.130,45.188,0.000,0,7.771
1781860869.029739,543,0.000,21.930,45.599,0.000,0,7.757
1781860869.051656,544,0.000,21.917,45.627,0.000,0,7.742
1781860869.073403,545,0.000,21.747,45.983,0.000,0,7.728
1781860869.095153,546,0.000,21.751,45.976,0.000,0,7.714
1781860869.117044,547,116.007,21.891,45.681,124.097,1,7.784
1781860869.139160,548,0.000,22.116,45.217,0.000,0,7.769
1781860869.161170,549,0.000,22.010,45.434,0.000,0,7.755
1781860869.183026,550,0.000,21.856,45.754,0.000,0,7.741
1781860869.204776,551,0.000,21.749,45.978,0.000,0,7.727
1781860869.226533,552,0.000,21.757,45.961,0.000,0,7.713
1781860869.248409,553,111.555,21.876,45.712,120.202,1,7.782
1781860869.270358,554,0.000,21.949,45.561,0.000,0,7.768
1781860869.292385,555,0.000,22.027,45.399,0.000,0,7.754
1781860869.314279,556,0.000,21.895,45.673,0.000,0,7.740
1781860869.336031,557,0.000,21.752,45.973,0.000,0,7.726
1781860869.357755,558,0.000,21.724,46.033,0.000,0,7.712
1781860869.379666,559,111.152,21.911,45.640,119.878,1,7.780
1781860869.401518,560,0.000,21.852,45.763,0.000,0,7.766
1781860869.423477,561,0.000,21.959,45.539,0.000,0,7.752
1781860869.445445,562,0.000,21.968,45.520,0.000,0,7.738
1781860869.467291,563,0.000,21.846,45.776,0.000,0,7.725
1781860869.489178,564,0.000,21.887,45.689,0.000,0,7.711
1781860869.511033,565,111.734,21.855,45.757,121.252,1,7.778
1781860869.533131,566,0.000,22.099,45.252,0.000,0,7.764
1781860869.555197,567,0.000,22.066,45.319,0.000,0,7.751
1781860869.577221,568,0.000,22.024,45.405,0.000,0,7.737
1781860869.599012,569,0.000,21.791,45.891,0.000,0,7.723
1781860869.620662,570,0.000,21.650,46.189,0.000,0,7.710
1781860869.643053,571,116.575,22.391,44.662,122.324,1,7.776
1781860869.665240,572,0.000,22.187,45.071,0.000,0,7.762
1781860869.687187,573,0.000,21.947,45.564,0.000,0,7.749
1781860869.709033,574,0.000,21.845,45.776,0.000,0,7.735
1781860869.731002,575,0.000,21.969,45.518,0.000,0,7.722
1781860869.752697,576,0.000,21.695,46.093,0.000,0,7.708
1781860869.774619,577,107.406,21.922,45.617,116.867,1,7.774
1781860869.796413,578,0.000,21.794,45.884,0.000,0,7.761
1781860869.818396,579,0.000,21.983,45.489,0.000,0,7.747
1781860869.840249,580,0.000,21.853,45.760,0.000,0,7.734
1781860869.862043,581,0.000,21.794,45.884,0.000,0,7.721
1781860869.883795,582,0.000,21.752,45.973,0.000,0,7.708
1781860869.905673,583,111.749,21.878,45.708,121.192,1,7.773
1781860869.927777,584,0.000,22.104,45.241,0.000,0,7.759
1781860869.949492,585,0.000,21.715,46.052,0.000,0,7.746
1781860869.971165,586,0.000,21.674,46.139,0.000,0,7.733
1781860869.992917,587,0.000,21.751,45.975,0.000,0,7.720
1781860870.014669,588,0.000,21.752,45.973,0.000,0,7.707
1781860870.036547,589,111.563,21.879,45.707,120.380,1,7.772
1781860870.058435,590,0.000,21.887,45.689,0.000,0,7.758
1781860870.080171,591,0.000,21.736,46.006,0.000,0,7.745
1781860870.101971,592,0.000,21.800,45.871,0.000,0,7.732
1781860870.124066,593,0.000,22.095,45.259,0.000,0,7.719
1781860870.146296,594,0.000,22.230,44.985,0.000,0,7.706
1781860870.168315,595,111.171,22.019,45.416,121.232,1,7.770
1781860870.190273,596,0.000,21.958,45.541,0.000,0,7.757
1781860870.212049,597,0.000,21.776,45.922,0.000,0,7.744
1781860870.233964,598,0.000,21.915,45.631,0.000,0,7.731
1781860870.255670,599,0.000,21.707,46.069,0.000,0,7.718
1781860870.277426,600,0.000,21.756,45.964,0.000,0,7.705
1781860870.299308,601,111.195,21.882,45.701,121.333,1,7.768
1781860870.321180,602,0.000,21.872,45.720,0.000,0,7.755
1781860870.342903,603,0.000,21.723,46.034,0.000,0,7.743
1781860870.364637,604,0.000,21.734,46.012,0.000,0,7.730
1781860870.386427,605,0.000,21.790,45.892,0.000,0,7.717
1781860870.408144,606,0.000,21.717,46.047,0.000,0,7.704
1781860870.430053,607,113.013,21.910,45.642,121.131,1,7.767
1781860870.452032,608,0.000,21.978,45.499,0.000,0,7.754
1781860870.474101,609,0.000,22.069,45.312,0.000,0,7.741
1781860870.496027,610,0.000,21.926,45.608,0.000,0,7.729
1781860870.517753,611,0.000,21.726,46.029,0.000,0,7.716
1781860870.539554,612,0.000,21.801,45.868,0.000,0,7.704
1781860870.561435,613,111.631,21.881,45.702,119.992,1,7.766
1781860870.583508,614,0.000,22.073,45.305,0.000,0,7.753
1781860870.605546,615,0.000,22.038,45.376,0.000,0,7.740
1781860870.627395,616,0.000,21.849,45.769,0.000,0,7.728
1781860870.649156,617,0.000,21.761,45.953,0.000,0,7.715
1781860870.670946,618,0.000,21.790,45.894,0.000,0,7.703
1781860870.692933,619,111.060,21.987,45.481,120.164,1,7.764
1781860870.715069,620,0.000,22.136,45.175,0.000,0,7.751
1781860870.736964,621,0.000,21.895,45.673,0.000,0,7.739
1781860870.758838,622,0.000,21.875,45.715,0.000,0,7.726
1781860870.780647,623,0.000,21.808,45.854,0.000,0,7.714
1781860870.802440,624,0.000,21.793,45.886,0.000,0,7.702
1781860870.824188,625,0.000,21.748,45.981,0.000,0,7.689
1781860870.846294,626,115.969,22.106,45.237,142.342,1,7.750
1781860870.868291,627,0.000,21.997,45.460,0.000,0,7.738
1781860870.890221,628,0.000,21.929,45.601,0.000,0,7.725
1781860870.911978,629,0.000,21.757,45.962,0.000,0,7.713
1781860870.933696,630,0.000,21.718,46.045,0.000,0,7.701
1781860870.955536,631,0.000,21.841,45.786,0.000,0,7.689
1781860870.977580,632,113.157,22.044,45.364,138.702,1,7.749
1781860870.999701,633,0.000,22.121,45.206,0.000,0,7.736
1781860871.021667,634,0.000,21.966,45.525,0.000,0,7.724
1781860871.043419,635,0.000,21.752,45.973,0.000,0,7.712
1781860871.065195,636,0.000,21.776,45.922,0.000,0,7.700
1781860871.086947,637,0.000,21.751,45.974,0.000,0,7.688
1781860871.109042,638,113.785,22.096,45.258,137.631,1,7.748
1781860871.131077,639,0.000,22.035,45.383,0.000,0,7.735
1781860871.153040,640,0.000,21.963,45.532,0.000,0,7.723
1781860871.174827,641,0.000,21.787,45.899,0.000,0,7.711
1781860871.196544,642,0.000,21.717,46.047,0.000,0,7.699
1781860871.218332,643,0.000,21.788,45.898,0.000,0,7.687
1781860871.240552,644,111.961,22.221,45.003,136.217,1,7.746
1781860871.262552,645,0.000,21.999,45.456,0.000,0,7.734
1781860871.284310,646,0.000,21.759,45.959,0.000,0,7.722
1781860871.306126,647,0.000,21.816,45.839,0.000,0,7.710
1781860871.327953,648,0.000,21.827,45.815,0.000,0,7.698
1781860871.349699,649,0.000,21.747,45.984,0.000,0,7.687
1781860871.371803,650,112.547,22.103,45.242,136.387,1,7.745
1781860871.393562,651,0.000,21.759,45.958,0.000,0,7.733
1781860871.415464,652,0.000,21.902,45.658,0.000,0,7.721
1781860871.437207,653,0.000,21.743,45.992,0.000,0,7.709
1781860871.458968,654,0.000,21.762,45.952,0.000,0,7.698
1781860871.480705,655,0.000,21.736,46.006,0.000,0,7.686
1781860871.502738,656,113.899,22.034,45.385,135.226,1,7.744
1781860871.524685,657,0.000,21.947,45.565,0.000,0,7.732
1781860871.546681,658,0.000,21.996,45.462,0.000,0,7.720
1781860871.568436,659,0.000,21.755,45.967,0.000,0,7.709
1781860871.590426,660,0.000,21.990,45.475,0.000,0,7.697
1781860871.612207,661,0.000,21.781,45.912,0.000,0,7.685
1781860871.633947,662,113.291,21.740,45.998,131.811,1,7.743
1781860871.655653,663,0.000,21.706,46.070,0.000,0,7.731
1781860871.677726,664,0.000,22.074,45.303,0.000,0,7.720
1781860871.699600,665,0.000,21.874,45.717,0.000,0,7.708
1781860871.721409,666,0.000,21.809,45.852,0.000,0,7.696
1781860871.743210,667,0.000,21.801,45.870,0.000,0,7.685
1781860871.765181,668,113.684,21.971,45.515,129.596,1,7.742
1781860871.787342,669,0.000,22.161,45.125,0.000,0,7.730
1781860871.809247,670,0.000,21.905,45.651,0.000,0,7.718
1781860871.831088,671,0.000,21.841,45.785,0.000,0,7.707
1781860871.852837,672,0.000,21.749,45.980,0.000,0,7.696
1781860871.874565,673,0.000,21.728,46.023,0.000,0,7.684
1781860871.896493,674,112.691,21.928,45.604,127.382,1,7.741
1781860871.918505,675,0.000,22.012,45.430,0.000,0,7.729
1781860871.940342,676,0.000,21.837,45.793,0.000,0,7.718
1781860871.962250,677,0.000,21.908,45.645,0.000,0,7.706
1781860871.983984,678,0.000,21.734,46.011,0.000,0,7.695
1781860872.005880,679,0.000,21.895,45.672,0.000,0,7.684
1781860872.027843,680,118.362,21.964,45.530,126.775,1,7.740
1781860872.049851,681,0.000,22.007,45.440,0.000,0,7.728
1781860872.072031,682,0.000,22.180,45.085,0.000,0,7.717
1781860872.093875,683,0.000,21.845,45.778,0.000,0,7.705
1781860872.115600,684,0.000,21.725,46.030,0.000,0,7.694
1781860872.137250,685,0.000,21.650,46.190,0.000,0,7.683
1781860872.159104,686,111.858,21.854,45.759,119.273,1,7.738
1781860872.180835,687,0.000,21.732,46.016,0.000,0,7.727
1781860872.202939,688,0.000,22.104,45.241,0.000,0,7.716
1781860872.224990,689,0.000,22.051,45.350,0.000,0,7.705
1781860872.246856,690,0.000,21.866,45.732,0.000,0,7.693
1781860872.268706,691,0.000,21.850,45.767,0.000,0,7.682
1781860872.290477,692,0.000,21.771,45.932,0.000,0,7.671
1781860872.312465,693,118.195,21.988,45.479,140.668,1,7.726
1781860872.334484,694,0.000,22.018,45.416,0.000,0,7.715
1781860872.356376,695,0.000,21.893,45.678,0.000,0,7.704
1781860872.378248,696,0.000,21.872,45.720,0.000,0,7.693
1781860872.399956,697,0.000,21.708,46.065,0.000,0,7.682
1781860872.421698,698,0.000,21.742,45.994,0.000,0,7.671
1781860872.443759,699,112.169,22.061,45.329,133.720,1,7.725
1781860872.465744,700,0.000,21.984,45.487,0.000,0,7.714
1781860872.487752,701,0.000,22.009,45.437,0.000,0,7.703
1781860872.509603,702,0.000,21.851,45.764,0.000,0,7.692
1781860872.531473,703,0.000,21.870,45.725,0.000,0,7.681
1781860872.553146,704,0.000,21.673,46.141,0.000,0,7.670
1781860872.575155,705,112.449,22.009,45.435,0.000,0,7.724
1781860872.596838,706,0.000,21.682,46.121,0.000,0,7.713
1781860872.618533,707,0.000,21.696,46.092,0.000,0,7.703
1781860872.640363,708,0.000,21.830,45.808,0.000,0,7.692
1781860872.662065,709,0.000,21.701,46.080,0.000,0,7.681
1781860872.683855,710,0.000,21.791,45.892,0.000,0,7.670
1781860872.705854,711,111.611,21.998,45.458,0.000,0,7.724
1781860872.727874,712,0.000,22.020,45.413,0.000,0,7.713
1781860872.749585,713,0.000,21.711,46.060,0.000,0,7.702
1781860872.771365,714,0.000,21.780,45.913,0.000,0,7.691
1781860872.793366,715,0.000,22.001,45.452,0.000,0,7.680
1781860872.815061,716,0.000,21.695,46.093,0.000,0,7.670
1781860872.837908,717,112.527,22.847,43.770,134.460,1,7.722
1781860872.860007,718,0.000,22.099,45.251,0.000,0,7.711
1781860872.882357,719,0.000,22.350,44.744,0.000,0,7.700
1781860872.904254,720,0.000,21.898,45.667,0.000,0,7.690
1781860872.926086,721,0.000,21.832,45.805,0.000,0,7.679
1781860872.947875,722,0.000,21.789,45.896,0.000,0,7.669
1781860872.970003,723,111.234,22.129,45.190,0.000,0,7.721
1781860872.991863,724,0.000,21.860,45.746,0.000,0,7.710
1781860873.013882,725,0.000,22.019,45.416,0.000,0,7.700
1781860873.035744,726,0.000,21.863,45.740,0.000,0,7.689
1781860873.057516,727,0.000,21.772,45.930,0.000,0,7.679
1781860873.079237,728,0.000,21.721,46.038,0.000,0,7.668
1781860873.101371,729,111.980,22.134,45.180,0.000,0,7.720
1781860873.123242,730,0.000,21.871,45.723,0.000,0,7.710
1781860873.145253,731,0.000,22.011,45.431,0.000,0,7.699
1781860873.167115,732,0.000,21.862,45.742,0.000,0,7.688
1781860873.188881,733,0.000,21.766,45.942,0.000,0,7.678
1781860873.210743,734,0.000,21.862,45.742,0.000,0,7.668
1781860873.232850,735,117.280,22.107,45.234,134.529,1,7.719
1781860873.254606,736,0.000,21.756,45.964,0.000,0,7.709
1781860873.276595,737,0.000,21.988,45.479,0.000,0,7.698
1781860873.298541,738,0.000,21.946,45.565,0.000,0,7.688
1781860873.320369,739,0.000,21.828,45.813,0.000,0,7.677
1781860873.342113,740,0.000,21.744,45.989,0.000,0,7.667
1781860873.363993,741,113.151,21.880,45.705,127.847,1,7.718
1781860873.385891,742,0.000,21.898,45.666,0.000,0,7.708
1781860873.407882,743,0.000,21.991,45.473,0.000,0,7.698
1781860873.429745,744,0.000,21.863,45.739,0.000,0,7.687
1781860873.451470,745,0.000,21.725,46.031,0.000,0,7.677
1781860873.473274,746,0.000,21.804,45.863,0.000,0,7.667
1781860873.495227,747,112.778,21.952,45.553,126.609,1,7.718
1781860873.517139,748,0.000,21.913,45.635,0.000,0,7.707
1781860873.539255,749,0.000,22.115,45.218,0.000,0,7.697
1781860873.561225,750,0.000,21.970,45.516,0.000,0,7.687
1781860873.583143,751,0.000,21.918,45.624,0.000,0,7.676
1781860873.604950,752,0.000,21.807,45.856,0.000,0,7.666
1781860873.626869,753,114.547,21.919,45.623,125.736,1,7.717
1781860873.648734,754,0.000,21.865,45.735,0.000,0,7.706
1781860873.670590,755,0.000,21.856,45.755,0.000,0,7.696
1781860873.692633,756,0.000,22.043,45.365,0.000,0,7.686
1781860873.714511,757,0.000,21.878,45.709,0.000,0,7.676
1781860873.736253,758,0.000,21.742,45.993,0.000,0,7.666
1781860873.758378,759,112.500,22.125,45.199,122.260,1,7.716
1781860873.780330,760,0.000,21.952,45.553,0.000,0,7.706
1781860873.802145,761,0.000,21.814,45.841,0.000,0,7.696
1781860873.824134,762,0.000,21.990,45.476,0.000,0,7.685
1781860873.846101,763,0.000,21.966,45.524,0.000,0,7.675
1781860873.867843,764,0.000,21.742,45.994,0.000,0,7.665
1781860873.889632,765,0.000,21.789,45.894,0.000,0,7.655
1781860873.911892,766,117.017,22.260,44.924,143.243,1,7.705
1781860873.933882,767,0.000,21.991,45.474,0.000,0,7.695
1781860873.955798,768,0.000,21.915,45.630,0.000,0,7.685
1781860873.977644,769,0.000,21.846,45.775,0.000,0,7.675
1781860873.999507,770,0.000,21.863,45.739,0.000,0,7.665
1781860874.021349,771,110.568,21.842,45.783,116.509,1,7.714
1781860874.043359,772,0.000,22.010,45.434,0.000,0,7.704
1781860874.065297,773,0.000,21.938,45.583,0.000,0,7.694
1781860874.087310,774,0.000,22.013,45.428,0.000,0,7.684
1781860874.109135,775,0.000,21.825,45.818,0.000,0,7.674
1781860874.130848,776,0.000,21.713,46.054,0.000,0,7.664
1781860874.152763,777,110.875,21.915,45.631,118.361,1,7.713
1781860874.174492,778,0.000,21.728,46.023,0.000,0,7.703
1781860874.196485,779,0.000,21.994,45.468,0.000,0,7.693
1781860874.218532,780,0.000,22.047,45.359,0.000,0,7.684
1781860874.240277,781,0.000,21.745,45.987,0.000,0,7.674
1781860874.262046,782,0.000,21.769,45.938,0.000,0,7.664
1781860874.283808,783,111.021,21.762,45.952,0.000,0,7.713
1781860874.305889,784,0.000,22.082,45.286,0.000,0,7.703
1781860874.327893,785,0.000,22.003,45.447,0.000,0,7.693
1781860874.349780,786,0.000,21.887,45.690,0.000,0,7.683
1781860874.371640,787,0.000,21.860,45.745,0.000,0,7.673
1781860874.393329,788,0.000,21.689,46.107,0.000,0,7.664
1781860874.415141,789,0.000,21.812,45.845,0.000,0,7.654
1781860874.436900,790,116.754,21.759,45.958,141.516,1,7.702
1781860874.458904,791,0.000,22.003,45.447,0.000,0,7.692
1781860874.480871,792,0.000,21.968,45.521,0.000,0,7.683
1781860874.502643,793,0.000,21.771,45.932,0.000,0,7.673
1781860874.524414,794,0.000,21.772,45.931,0.000,0,7.663
1781860874.546228,795,0.000,21.814,45.842,0.000,0,7.654
1781860874.568411,796,110.964,22.183,45.080,136.503,1,7.701
1781860874.590157,797,0.000,21.746,45.986,0.000,0,7.692
1781860874.612150,798,0.000,21.994,45.468,0.000,0,7.682
1781860874.634062,799,0.000,21.911,45.639,0.000,0,7.672
1781860874.655901,800,0.000,21.839,45.789,0.000,0,7.663
1781860874.677645,801,0.000,21.744,45.989,0.000,0,7.653
1781860874.699780,802,112.155,22.135,45.178,137.625,1,7.701
1781860874.721560,803,0.000,21.780,45.913,0.000,0,7.691
1781860874.743563,804,0.000,22.002,45.449,0.000,0,7.682
1781860874.765404,805,0.000,21.842,45.784,0.000,0,7.672
1781860874.787279,806,0.000,21.874,45.716,0.000,0,7.663
1781860874.809083,807,0.000,21.804,45.863,0.000,0,7.653
1781860874.831255,808,111.778,22.173,45.101,0.000,0,7.700
1781860874.853003,809,0.000,21.747,45.983,0.000,0,7.691
1781860874.874633,810,0.000,21.631,46.230,0.000,0,7.681
1781860874.896405,811,0.000,21.771,45.932,0.000,0,7.672
1781860874.918191,812,0.000,21.787,45.899,0.000,0,7.662
1781860874.939983,813,0.000,21.791,45.890,0.000,0,7.653
1781860874.962160,814,112.160,22.178,45.090,138.244,1,7.700
1781860874.984175,815,0.000,22.015,45.424,0.000,0,7.690
1781860875.006014,816,0.000,21.839,45.790,0.000,0,7.681
1781860875.027944,817,0.000,21.930,45.599,0.000,0,7.671
1781860875.049781,818,0.000,21.837,45.794,0.000,0,7.662
1781860875.071494,819,0.000,21.713,46.055,0.000,0,7.653
1781860875.093420,820,115.475,21.926,45.608,136.955,1,7.699
1781860875.115425,821,0.000,22.005,45.444,0.000,0,7.690
1781860875.137140,822,0.000,21.715,46.052,0.000,0,7.680
1781860875.158929,823,0.000,21.789,45.894,0.000,0,7.671
1781860875.180692,824,0.000,21.763,45.950,0.000,0,7.662
1781860875.202421,825,0.000,21.729,46.021,0.000,0,7.652
1781860875.224119,826,113.567,21.698,46.088,132.353,1,7.699
1781860875.246038,827,0.000,21.919,45.622,0.000,0,7.689
1781860875.268034,828,0.000,21.996,45.462,0.000,0,7.680
1781860875.289786,829,0.000,21.751,45.975,0.000,0,7.671
1781860875.311534,830,0.000,21.749,45.980,0.000,0,7.662
1781860875.333256,831,0.000,21.722,46.037,0.000,0,7.652
1781860875.355182,832,113.153,21.926,45.608,130.065,1,7.698
1781860875.377096,833,0.000,21.914,45.633,0.000,0,7.689
1781860875.398933,834,0.000,21.838,45.792,0.000,0,7.680
1781860875.420789,835,0.000,21.856,45.754,0.000,0,7.671
1781860875.442628,836,0.000,21.839,45.790,0.000,0,7.661
1781860875.464268,837,0.000,21.640,46.210,0.000,0,7.652
1781860875.486325,838,113.916,22.057,45.338,129.032,1,7.698
1781860875.508414,839,0.000,22.089,45.272,0.000,0,7.688
1781860875.530268,840,0.000,21.855,45.756,0.000,0,7.679
1781860875.552300,841,0.000,22.031,45.390,0.000,0,7.670
1781860875.574170,842,0.000,21.870,45.724,0.000,0,7.661
1781860875.596028,843,0.000,21.858,45.750,0.000,0,7.652
1781860875.618253,844,117.535,22.225,44.995,126.810,1,7.697
1781860875.640116,845,0.000,21.863,45.739,0.000,0,7.688
1781860875.662446,846,0.000,22.330,44.783,0.000,0,7.678
1781860875.684528,847,0.000,22.082,45.286,0.000,0,7.669
1781860875.706313,848,0.000,21.785,45.903,0.000,0,7.660
1781860875.728179,849,0.000,21.867,45.732,0.000,0,7.651
1781860875.750113,850,111.103,21.933,45.593,121.467,1,7.696
1781860875.772442,851,0.000,22.330,44.783,0.000,0,7.687
1781860875.794556,852,0.000,22.114,45.221,0.000,0,7.678
1781860875.816526,853,0.000,21.970,45.517,0.000,0,7.669
1781860875.838327,854,0.000,21.801,45.869,0.000,0,7.660
1781860875.860050,855,0.000,21.723,46.034,0.000,0,7.651
1781860875.881929,856,112.253,21.879,45.707,122.308,1,7.695
1781860875.903959,857,0.000,22.030,45.392,0.000,0,7.686
1781860875.926052,858,0.000,22.093,45.263,0.000,0,7.677
1781860875.947798,859,0.000,21.746,45.986,0.000,0,7.668
1781860875.969555,860,0.000,21.757,45.962,0.000,0,7.659
1781860875.991303,861,0.000,21.748,45.981,0.000,0,7.651
1781860876.013130,862,111.907,21.827,45.814,0.000,0,7.695
1781860876.034946,863,0.000,21.816,45.838,0.000,0,7.686
